drug_name,is_exclusion
kit exerese,True
kit perf,True
kit perf seringue cc,True
kit perfalgan trabar,True
kit perfuseur,True
kit perfuseur serigue,True
kit sro zinc,True
klipal,False
klipal codeine,False
kof clean,False
l mesitran,True
lacoma,False
lacoma t,False
lacteol,False
lacteol pdre p en dose,False
lactiv,True
lactive,True
lactoex,True
laino,True
lamaline,False
lame bistouri,True
lamisil,False
lamotrigine,False
lamotrigine arrow,False
lansinoh,True
lantus,False
lantus solostar,False
lantus u,False
largactil,True
laridox,False
larmabak,False
larmes,False
larmes opht,False
laroscorbine,True
laroxyl,True
lasilix,False
latano,False
latanocom,False
lavage,False
leeloo continu,True
lemonex,False
leos,False
lerin,False
lesstrol,False
letrozole,True
leutrien,False
levemir,False
levobact,False
levofloxacine,False
levonox,False
levophta,False
levophta colllyre,False
levothyrox,False
levotop,False
lexomil,True
libido lady denk,True
libido women,True
lidene,True
lioresal,False
lipanthyl,True
lipikar,True
lipikar ap baume,True
lipikar ap m baume,True
lipikar ap u baume,True
lipikar baume,True
lipikar baume ap m,True
lipikar huile lavante,True
lipikar pain,True
lipikar savon,True
lipikar u baume,True
lipikar urea,True
liposic,False
liposic opht,False
liposic ophtalmique,False
liposic pmd,False
lirapyn,False
litacold,False
litacold bame,False
litacold baume,False
litacold baume bebe,False
litacold bbaume,False
litacold douleur,False
litacold j et n,False
litacold jour et nuit,False
litacold jour nuit,False
litacold max nuit,False
litacold nasal,False
litacold nuit,False
litacold nuit max,False
litacold respi,False
litacold rhume,False
litacold rhume jour nuit,False
litacold rhume nuit et jour,False
litacold vaporub bebe,False
litacold vapour,False
litacold vapour rub,False
litacold vapour rub bebe,False
litamol,False
locapred,False
locapred pommad,False
locapred pour cent,False
locatop,False
locatop peitel locapred,False
locoid,False
lodoz,False
lof,True
lofnac,False
lofnac p,False
lolip,False
lomexin,False
lonexin,False
loprost,False
lorinol,False
losofen,False
lovenox,False
loxen,False
loxen a liberation prolongee,False
loxtra,False
loxtra colllyre,False
lubrifiant vaginal man,True
lubrinex,False
ludeal ge,True
lukagen,False
lumirelax,False
lumiskin serum biobalance,True
lutenyl,True
lysoflam,False
lysoflam ou adilpara,False
maalox,False
maalox sach,False
maalox sh,False
macromax,False
macromax azix,False
mag,True
mag 2,True
mag 2,True
mag ii,True
mag marin,True
mag up 24h,True
maglife,True
magne,True
magne denk,True
magnes,True
magnes active,True
magnes active denk,True
magnes denk,True
magnes denk active,True
magnes direct,True
magnes direct denk,True
magnes marin magnesium,True
magnesium biofar,True
magnesium chlorure cpf,True
magnesium marin,True
magnesium ripharma,True
magnesium vit,True
magnoral,True
magnoral ampl,True
malacur,False
maloxine,False
maltofer,True
malva,False
manix lubrifiant,True
marie diallo repousse,True
marimer,True
marimer baby hygiene nasale quotidienne,True
marimer baby rhume rhinopharyngite,True
marimer bebe,True
marimer hygiene,True
marimer hygiene nasale quotidienne,True
marimer hypertonique,True
marimer nasal,True
marimer nasale,True
marimer rhume rhinopharyngite,True
marimer spary nasal,True
masque yafa,True
materiel perf,True
maxiclav,False
maxidrol,False
maxidrol ohpta,False
maxidrol pd,False
maxidrol pmd,False
maxidrol pom ophtalm,False
maxilase,False
maxilase ou equivalent,False
maxillase,False
maximag,True
meben,True
meben gh,True
mebendazole,True
meclon,False
meclon ov,False
mediclav,False
medigesic,False
medrol,False
megacef,False
megacid,False
megalis,True
megamylase,False
megamylase ou equivalent,False
melascreen cencentre,True
melascreen depigmentant,True
melatonine pharma,True
melex,True
melocam,False
meloxicam,False
menactra,False
menactra seringue a insuline,False
menectra,False
menopur,True
mepivacaine,False
mequi gh,False
metagen,False
meteospasmyl,False
meteoxane,False
metformin denk,False
metformine,False
metformine denk,False
metformine gh,False
methotrexate,False
metro,False
metro gh,False
metro mg,False
metronidazole,False
mg plus,True
mg2 plus,True
micozal,False
microgynon fe,True
microlax,True
microlax bebe,True
microval,True
miel,True
migretil,False
minidril,True
minoxidil bailleul p appl cut,True
miorel,False
miorel cprimes,False
miorel cps,False
miso,False
misoclear,False
misoclear mcg,False
misodia,False
mixtard,False
mmetranidazole,True
modopar,False
moken,True
molgam,False
molutrex,True
mometasone arrow,False
mometasone nasale,False
monkast,False
monoprost,False
montec,False
monuril,False
motilium,False
mouche bebe,True
moxifloxe,False
mucogyne,False
mucomyst,False
mucomyst sach,False
mucopain,False
mukestat,False
multical,True
multical sach,True
multivit,True
mumfer,True
muscurel,False
mycocide,False
mycoderme,False
mycoderme t,False
mycolex,False
mycoster,False
mycoster loc,False
mycoster pmd,False
mycoster poudre,False
mycoster pour application cutane,False
mycoster pour application cutanee,False
mycoster ver,False
mycoster vernis,False
mydriaticum,False
mynocine,False
myocalm,False
myoxeril,False
n t tus,False
n.t.tus,False
naabak,False
naaxia,False
nabyol,False
nan-,True
naproxene,False
nasal spray 7 actifs,True
naso gh enft,False
nasoaldo,False
nasoaldo ou nasonex naso gh,False
nasonex,False
nasonex d,False
nasonex doses,False
nasonex ds,False
nasonex nasal,False
nasonex nasale,False
nasonex pn,False
nasonex pulv nas,False
nasonex pulverisation,False
natecal vitamine d3,True
natura gold,True
naturex,False
naturex roll on nan,False
nauselium,False
nausicalm,False
nealgyl,False
nebilong am,False
nebutamol,False
neex,False
nelazox,False
nemozole,False
neo,True
neocip,False
neocodion,False
neofixim,False
neomox,False
neopred,False
neovital,True
nervit,True
netazox,False
netazox disp,False
netazox disper,False
nettoyant yaffa,True
neubutamol,False
neucipro,False
neuclav,False
neuclox,False
neuesome,False
neuesome d,False
neufer,True
neuheptavit,True
neuibu p,False
neulopat,True
neulora,False
neumetro,True
neurispe,True
neurobion,True
neurodol,False
neurodol r,False
neurogab,False
neurogil,False
neurola,False
neurontin,False
neusome d,False
neutraderm,True
neutraderm baume relipidant,True
neutraderm hydradant,True
neutraderm hydratante,True
neutraderm intime,True
neutraderm pain,True
neutraderm pain surgras,True
neutraderm pm,True
neutraderm psavon liquide,True
neutraderm relipid pls,True
neutraderm savon surgras,True
neutraderm surgras,True
neutrocold,False
neutropar,True
neutrum serum physio,True
nidazol,False
nidazole,False
nifedi denk,False
nifedipine denk,False
niflugel,False
nifluril,False
nifluril supp,False
nim,False
nitrate d'argent,True
nomyc,False
nomyc ou,False
nonyc,False
norflozole,False
norlevo,True
normacol,True
normet,False
normet ou norflozol,False
normix,False
normocardil,False
nospa,False
novalgin,False
novalgine,False
novex,False
novoclin,False
novoclin st,False
novocling,False
novomix,False
novophane,True
novorapid,False
novorapide,False
nucleo cmp,False
nuflugel,False
nugel,False
nugel ss,False
nuit yafa,True
nupenta,False
nupenta dsr,False
nurabol,True
nuravit,True
nursie confort,True
nursie expertise,True
nystatine,False
nystatine ov,False
o max sro,True
ocugard,True
ocuguard,True
odia,False
odia ou irys ou diapride ou glimeron,False
odia ou irys ou ou geron,False
oedes,False
oedes mg gelule,False
oesdes,False
ofiken,False
oflocet,False
oflocet auric,False
oflomac,False
oflomac od,False
oflomac oz,False
ofloswiz o,False
ofloxacine,False
ofusidic,False
ogestan,True
olfen,False
oligobs,True
oligobs allaitement,True
oligobs grossesse,True
oligobs grossesse oligobscp,True
olopat,False
omax,True
omefer,True
omegen,False
omepral,False
omepral gh,False
omeprazol,False
omeprazole,False
omeprazole vir,False
omicap,False
omit,False
omiz,False
omizec,False
omnipaque,False
one v kit,True
opatanol,False
opatanol colr,False
optidex t,False
optiflox,False
optifresh,False
optimol,False
optipred,False
optiserum,False
optiserum monodoses,False
optovisc,False
orange,True
orchazid,False
orelox,False
orelox doses,False
oreperidys,False
orex,False
orex sl,False
orocef,False
orofer,True
oroken,False
oroken enfants poudre pour,False
oroken suso,False
oroperidys,False
oroperidys cpe,False
orozamudol,False
oscar,False
oscare,True
osmogel,False
osmule,False
osmule sacht,False
osmule sro,False
ospamox,False
ospen,False
osteophytum,True
otipax,False
otipax auric,False
otofa,False
otolaya,False
otrivine,False
otrivine inhalation,False
otrivine nasale,False
ov power,True
ovitrelle,True
ovumix,False
ovumix ov,False
ovumix ovle,False
oxalair,False
oxclav,False
oxiclav,False
oxyboldine,False
oxyde zinc,True
oxyplastine,True
oxytroy,False
oziben,False
paidofebril,False
paidoterin,False
pain dermatologique,True
paindoterain,False
paluva,False
panado extra,False
panadol,False
panadol actifast,False
panadol advance,False
panadol extra,False
panadol extra advance,False
panalgic,False
panalgic codeine,False
panalgic cpe,False
panalgic extra,False
panderm,False
panol,False
panotile,False
panto denk,False
pantonex,False
pantonex dr,False
pantopral,False
pantopral d pantoprazole et domperide pantotab,False
para,False
para amox,False
paracet paracetamol,False
paracetamol pediatrique,False
paracetamol perf paraco denk,False
paradontax,True
paradontax pate,True
parib c,False
parodontax,True
parodontax dentifrice,True
parogencyl soin gingival intensive pate dentifrice,True
parol,False
passedyl,False
pasyf,True
pectogen,False
pediakid appetit tonus,True
pediakid bebe gaz stick,True
pediakid calcium c+ stick,True
pediakid fer plus vit b,True
pediakid fer vit,True
pediakid immun,True
pediakid nez et gorge,True
pediakid nez gorge,True
pediakid probiotique,True
pediakid sommeil,True
pediakid transit doux,True
pediakid vit d,True
pediakid vit d buvab,True
pediakid vitamine,True
pediakid zing,True
pediavit,True
pedifen,False
peitel,False
pentasa granules grammes,False
pentasa lavement,False
pepsane,False
pepsane sach,False
peptex,False
perfalgan,False
perfalgan dynapar,False
perfalgan trabar perfelgan spasfon,False
perfuseur,True
perfuseur bandelette glycemique,True
perfuseur catheter bleu,True
perfuseurs,True
peridys,False
perinam,False
perindogen,False
perispam,False
perispasm,False
perispasm ou phloro,False
permanganate de potassium en,False
pervaryl,False
pervital,True
pevagine,False
pevagine pevagine,False
pevaryl,False
pevaryl poudre,False
pharmatex,True
pharmentin xr,False
phartrim,False
phenergan,False
phloro,False
phlorogex,False
phorogex,False
phydiodose embout,True
physiodose,True
physiodose filtre mouche bebe,True
physiodose serum,True
physiodose serum physiologique,True
physiolac,True
physiorelax ultra heat,True
phytoral,False
phytoral savon,False
phytoral shamp,False
phytoral shampoing,False
phytoral shp phytoralshampoo,False
piascledine,False
pigmeuclav crem,True
pinkoo,False
pinkoo pediatriq,False
piroxicam,False
plaquenil ou immard,False
pneumovax vaccin,False
poche a urine,True
polaramine,False
poloramine,False
polydexa,False
polyfresh,False
polygynax,False
polygynax ov,False
polygynax ovul,False
polygynax vaginale,False
polygynax virgo,False
polygynax virgo vierge,False
positon,False
positon pmd,False
potassium,False
potenciator,True
poudre exophene,True
poupon gaz,True
poupon gaz/ballonnement,True
prazol,False
prazole,False
predni,False
prednisolone,False
prednisolone biogaran prednisone,False
pregabalin,False
pregabalin gh,False
pregabaline,False
pregasafe,False
prenatal,True
prenatal denk,True
prenatal dha,True
prenatal dha denk,True
prenatal dsl,True
prenursie,True
prevenar,False
primalac,True
primalac ac,True
primalan,False
primalan mequitazine,False
primalan srp,False
primicort,True
primolut nor,False
princi,True
priorix,False
probeta n,False
probiotiques lactobacilles,True
profenid,False
profenid supp,False
profenol,False
progesterone,False
progesterone gh,False
progynova ou provames,False
propanolol,False
propofan,False
propranolol,False
propranolol eg,False
protexim,False
protexium,False
proton,False
proviron,True
prurex,False
pulmicort,False
pulmicort p inhal,False
pulmicort pour inhalation,False
pyostacine,False
pyralvex,False
pyralvex ou equivalent,False
pyrantel,False
pyrantel gh,False
quinolox,False
quintana,False
ra thermoseal,True
ra thermoseal pate gingivale,True
rabeloc,False
rabemac,False
rabemac dsr,False
rabetar,False
raciper,False
raldol,False
ramipril,False
ramipril gh,False
ramithiadzide,False
ramithiazide,False
ranferon,True
ranferon nan,True
ranophage od,False
rantudil,False
rapiclav,False
rapidex,False
rapidex saceht,False
rbc,True
renerve,False
renerve p,False
rental,True
renutryl booster cafe,True
resifuran,False
respibien,False
respimax,True
restriva,False
restriva spasfon,False
reumoxican,False
revital,True
revital cop,True
revitalose,True
revitalose a,True
revitalose a dose,True
revitalose ab,True
revitalose ample,True
revitalose sans sucre,True
rhinathiol,False
rhinathiol promethazine,False
rhinathiol toux grasse,False
rhinex,False
rhinex flash,False
rhinex flash fludol,False
rhinofluimucil,False
rhinogrip,False
rhinolaya,True
rhinolaya kids,True
rhinolaya nas,True
rhinolaya protect,True
rhinomaxil,False
rhinomaxil microgrammes,False
rhinoparol,False
rhumix,False
rhumix sach,False
rhuvex,False
rhuvex ad,False
ribatran,False
richefer,True
richfer,True
rifa,False
rifamycine,False
rifamycine collre,False
rifamycine pd,False
rifamycine pmd,False
rinasan,False
rinathiol,False
ringer,False
ringer lactate,False
rinialer,False
rinogrip,False
rinogrip sacht,False
rinogrip sans sucre,False
rinogrip sh,False
rinomicine,False
rinomicine sach,False
rinomicine saht,False
rinomicine sht,False
rinosan,False
ripharma vit c,False
risperidone,False
rituximab,False
rl,False
rocgel,False
rocmaline,True
roipar,False
roipar grippe,False
roipar vitamine c adulte orange,True
roivit fer plus vitamine c,True
roivit multivit,True
roivit multivitamines,True
roivit vitamine c,True
rolicin,False
romac,False
ronalin,False
rosu denk rosukaa rosumac rosutor rosuvastatin,False
rova rovamycine,False
rovamycine cps,False
rovator,False
roxyl,False
rubix,False
rulid,False
rupharma vit c,True
s,True
safex kit,False
saforelle,True
saforelle intime,True
saforelle lavant,True
saforelle pm,True
saforelle pour toilette matin et soir,True
saforelle savon liquide,True
saforelle soin lav duo 100ml plus crem apais off,True
saforlle,True
salazopyrine,False
salbutamol,False
salbutamol aerosol,False
salbutamol aersl,False
salbutamol pour inhalation salbutus,False
salbutus gm,False
salvatis,True
salvatis poudre,True
saniver ou terzol,False
sapasmo apotel,False
saphir,False
saphir ou augmentin,False
sargenor vitamine c,True
sat,True
sat vat,False
savon,True
savon de,True
savon lipikar,True
savon nettoyant yafa,True
savon neutraderm,True
savon noura,True
savon pot,True
savon solubacter liquide,True
savon surgras lipikar,True
savon t,True
savon topicrem pain surgras,True
savon topicreme mela,True
sayana,True
scabiol,False
sebionex pain dermato,True
sebionex spf,True
secalia ato balm,True
securil,True
securil press,True
secuvit,True
sedasteril creme lav,True
sedatif pc,True
sedorrhoide,False
sedorrhoide pm,False
sekalgic,False
sekisan,False
sekrol,False
sels de rehydratation,False
sepcen,False
septimyl,True
septimyl pulv,True
septyl,True
serenatal,True
seretide,False
seretide aerosol,False
seretide diskus,False
serignue,True
serignue cc,True
serigue cc,True
seringue,True
seringue a insuline,True
seringue cc,True
seringue cc xilo eppi,True
seringue ccc,True
seringue eppi xylo,True
seringues,True
seringues cc,True
serum phy,True
serum physiologique,True
serum physiologique physiodose,True
serum physiologique seringue,True
serum sale isotonique ssi,True
"serum sale o,9%.",True
sg,False
sg vitagen,False
sg%,False
silotrif,False
singulair,False
sintrom,False
sitrus,True
sitrus vit c,True
skiacol,False
skiacol c,False
skilax,True
skilax gout,True
skinet,False
smecta,False
smecta sach,False
smecta sacht,False
smecta sh,False
soclav,False
soclav enft,False
soclav sach,False
soclav sacht,False
soclav sht,False
soclav st,False
sodium bicarbonate,True
sofbande,True
solcer,False
solexim,False
solfer,True
solubacter,True
solupred,False
solute,False
somniplex,True
sonde foley ch,True
sonde jj,True
sonde urinaire poche,True
sophtal,False
sparadrap,True
sparadrap de metre,True
spasfon,False
spasfon apotel,False
spasfon lyoc,False
spasfon lyoc lyoph,False
spasmo apotel,False
spasmo apotel cpme spasmocalm spasmotroy,False
special kid appetit tonus,True
special kid immunite,True
special kid multi,True
special kid multivitamines,True
special kid nasal spray,True
special kid nez gorge,True
special kid sommeil,True
special kids nutri,True
speciphique femme,True
spiralide,False
spirex,False
spirinolactone,False
spiromide,False
spironolactone altizide,False
sporalim,False
sporalim lot,False
spradrap,True
sro,False
sro zinc,False
ssi,False
ssi cc,False
ssi vitagen,False
stamaril dose,False
staphypen,False
stayong plus,True
steack levre ictyane,True
stelatopia huile lavant,True
sterdex,False
sterimar,True
sterimar allergique,True
sterimar baby,True
sterimar bb sol nas aer,True
sterimar eau de mer,True
sterimar hygiene,True
sterimar hygienique,True
sterimar nasal,True
sterimar nasale,True
sterimar nasales,True
sterimar nez,True
sterimar nez allergique,True
sterimar nez sujet aux rhumes,True
sterimar pompe,True
sterimar pompe nasale,True
sterimar pulv,True
sterimar rhume,True
stilnox,True
stimogene,True
stimol,True
stimol ab,True
stimol aple,True
strepsils miel citron,True
stresam,True
strimol extra,False
structum,False
sucria,True
sulrid,True
super cal zinc,True
supplin,False
supradyn,True
supralox,False
surdex,False
surecure,True
surlid,True
swicet l,False
swilide,False
symbicort,False
symbicort aerosol,False
symbicort pompe,False
symbicort pulv,False
symbicort turbuhaler,False
symbicort ur,False
synariam,False
syngab,False
syngap,False
synriam,False
t dol,False
t dol p,False
t dol p rapid,False
t dol p rapide,False
tadagen,True
tadaman,True
taflupro,False
taladol p,False
talodol p,False
tanagel,False
tanakan,False
tanganil,False
tanganyl,False
taraxet,True
tardyferon,True
tardyferon ou fercefol,True
tardyferon pellicule,True
taxim o,False
tegretol,False
teguma,False
teinture d'iode,True
telmikaa h,False
temerit,False
temesta,False
tenormine,False
tensoplast,True
tensoplast cm x,False
tensoplus,False
ter diclo p,False
teramox,False
terbigen,False
terbigen gh,False
terbinafine,False
terbinol,False
terclav,False
terclav enfts,False
tercox,False
tergynan,False
tergynan gyneco,False
terlomexin,False
teromep,False
terpara,False
terpine,False
terpone,False
terpone ad,False
terzol,True
test,True
tetatox,True
tetavax,False
tetavin serum antitetanique,True
tetraxim,False
tetraxim vaccin,False
thermoflash,True
thermometre electronique,False
thermoseal,True
thiobactin,False
thyrozol,False
tiberal,False
ticasse,False
ticket consultation,True
till,True
till gm,True
till moussante,True
till savon liquide,True
till slt,True
tinazol,False
tinidazole,False
tiorfan,False
tiorfan smecta,False
titanoreine,False
titanoreine tube,False
tobradex,False
tobradex ophta,False
tobradex ou chibro cadron,False
tobradex pmme,False
tobrex,False
top desir gelu bt60,True
top virgin gelu bt60,True
topicrem,True
topicrem ac nettoyant,True
topicrem ac soin equilibrant,True
topicrem baume,True
topicrem da baume,True
topicrem da protect,True
topicrem pv ds,True
topicrem sun protect,True
topicrem ultra,True
topicreme surgras,True
topilane ad baume,True
topilane ad huile,True
toplexil,False
tothema,True
trabar,False
tracedol,False
tradyferon,True
tramacetal,False
tramadis,False
tramadol,False
tramadol p arrow,False
tramagen,False
tramagene,False
tramapa,False
tramapa p arrow,False
tramapara arrow,False
transit double action,False
tranxene,True
travatan,False
travonorm,False
travonorm ioprost cexolan,False
trebon,False
trebon n,False
tremadol,False
tremadol p arrow,False
trenaxa,False
tresiba,False
tresorix,False
tretinex,True
tretrinex,True
trialgic,False
triam,False
tributine,False
tributine sac,False
tricef,False
tricoz,False
triflo,False
triflon,False
trillerg,False
trimebutine,False
trimebutine arrow,False
trimebutine sht,False
trimetabol,False
trimetabolsp,False
trinordiol brique,True
trinordiol plaquette,False
trio white xp,True
triplixam,False
trofocard,True
trofocard max,True
troycal,True
troynoxa,False
troypanto,False
tussisedal,False
twinzol,False
typhim iv,False
typhim iv en seringue preremplie,False
typhim vaccin,False
typhim vi,False
ubimed,False
ubiorofen ubigen,False
ulcizone,False
ulcizone com p,False
ultra levure,False
ultramox,False
ulzocer,False
unozit,False
uperio,False
upracid,False
upradone,False
upsa,True
upsa c,True
upsa c comps efft,True
upsa c sans sucre,True
upsa vit c,True
upsa vitamine c,True
utergin,False
utrogestan,False
uvedose,True
uverdose vit d,True
uvesterol,True
uvesterol adec,True
uvimag,True
vaccin antitetanique,False
vaccin rabique pasteur,True
vaccin tetanique,True
vaccin tetanique pasteur,True
vagi gh,False
vagicare,False
vagimilt,False
vagigel gel vaginal tube35g,True
vagimilt ovle vagisil,False
vancomycine,False
vaporub,True
varivax,False
vaseline,True
vaseline blanche,True
vaseline officinale,True
vaseline pure codex,True
vaseline salicylee,True
vasimult,False
vastarel,False
vat,False
vaxigrip tetra,False
vegebom,True
vegebom baume bebe,True
vegebom bebe,True
vegebom creme tonifiante effet chauffant,True
vegebom savon,True
veinosmyl,False
veliten,False
venosmil,False
ventesyl,False
ventoline,False
ventoline aerosol,False
ventoline dose,False
ventoline inhalateur,False
ventoline nebulisation,False
ventoline ventoline,False
verax blu,False
verex,True
vermox,True
verorab,True
verumal vernis,False
verzol,True
verzole,True
vesicare,False
vibrocil,False
vibrocil goutts,False
vibrocil nasale,False
vicks vaporub,True
vicombil,True
vicryl,True
vidoxa,True
vidoxa savon,True
vifex,False
vik vitc,True
virgan ophtalmique,False
virimax,True
visceralgine,False
viscodril,False
vit,True
vit a faure,True
vit c,True
vit c cpr 500mg bt100 creat,True
vit c upsa,True
vit denk,True
vit k,True
vit k2 nour,True
vita c,True
vitabact,False
vitafact,True
vitafer,True
vitagen,True
vitagene,True
vitaglobine,True
vitamin 22 cure flash 7 jours,True
vitamin special femme,True
vitamine,True
vitamine c,True
vitamine fer,True
vitamine k,True
vitamine roche,True
vitamines specific homme,True
vitapetine,True
vitascorbol,True
vitavit,True
vitc vitk,True
vitmaine specific femme,True
vivagest,True
vogalene,False
vogalene bebe,False
vogalene goutts,False
vogalene gttte,False
vogalene supp,False
vogalene supppo,False
volini,False
voltarene,False
voltarene emulgel,False
voltfast,False
vonbio gastro,False
vorivox,False
vovgel,False
vovgel t,False
voxcib,False
warimazol,False
warimazol ov,False
welvit,True
wormin,False
x clage,True
xaban,False
xalatan,False
xarelto,False
xenetix,False
xeracalm a d,True
xeracalm concentre apaisante,True
xeracalm huile lavante,True
xeracalm nutrition,True
xola,False
xolamol,False
xumadol,False
xykaa,False
xykaa action rapide,False
xykaa ef,False
xykaa ext,False
xykaa extend,False
xykaa extra,False
xykaa mr,False
xykaa rapid,False
xykaa rapide,False
xylar,False
xylo acino,False
xylo mepha xylocaine,False
xylocaine bucc,False
xyzall,False
yendol,False
yendol n,False
yendol sht,False
zaditen,False
zalain,False
zamox,False
zamox st,False
zamudol,False
zanextra,False
zeben,True
zeclar,False
zenavan,False
zenmag,True
zentel,True
zerodol,False
zerodol p,False
zinc,True
zinc oz,True
zinc sro,True
zincat,True
zincat od,True
zinnat,False
zirtec,False
zithromax,False
zithrotel,False
zithrotil,False
zobenol,True
zocin,False
zocin sht zocinsp,False
zolmitriptan biogaran,False
zomoz,False
zopan,False
zopan ds,False
zovirax,False
zyloric,False
zyltan,False
zyltan am,False
zynocet,False
zyrtec,False
zytram,False